pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
7ntc	H	L	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	04/28/21	Trimeric SARS-CoV-2 spike ectodomain bound to P008_056 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Rosa, A., Pye, V.E., Nans, A., Cherepanov, P.	3.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7lrt	F	G	0	B	protein	NA	sars-cov-2 spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	07/14/21	Cryo-EM structure of SARS-CoV-2 spike in complex with neutralizing antibody A23-58.1 that targets the receptor-binding domain	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, T., Tsybovsky, T.	3.54	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7lrt	H	L	0	A	protein	NA	sars-cov-2 spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	07/14/21	Cryo-EM structure of SARS-CoV-2 spike in complex with neutralizing antibody A23-58.1 that targets the receptor-binding domain	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, T., Tsybovsky, T.	3.54	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7lrt	D	E	0	C	protein	NA	sars-cov-2 spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	07/14/21	Cryo-EM structure of SARS-CoV-2 spike in complex with neutralizing antibody A23-58.1 that targets the receptor-binding domain	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, T., Tsybovsky, T.	3.54	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7lrs	D	E	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	07/14/21	Cryo-EM structure of SARS-CoV-2 spike in complex with neutralizing antibody A23-58.1 that targets the receptor-binding domain	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, T., Tsybovsky, Y.	3.89	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
5do2	H	L	0	A	protein	NA	s protein	VIRAL PROTEIN/IMMUNE SYSTEM	09/10/15	Complex structure of MERS-RBD bound with 4C2 antibody	MIDDLE EAST RESPIRATORY SYNDROME CORONAVIRUS; MUS MUSCULUS	mus musculus	mus musculus	middle east respiratory syndrome coronavirus	Li, Y., Wan, Y., Liu, P., Zhao, J., Lu, G., Qi, J., Wang, Q., Lu, X., Wu, Y., Liu, W., Yuen, K.Y., Perlman, S., Gao, G.F., Yan, J.	2.4090000000000003	X-RAY DIFFRACTION	0.289	0.245	False	False	IGHV5	IGKV10	Kappa	1.6200000000000002e-07	-9.263879005639293	SPR	NA	TBD
5do2	C	D	0	B	protein	NA	s protein	VIRAL PROTEIN/IMMUNE SYSTEM	09/10/15	Complex structure of MERS-RBD bound with 4C2 antibody	MIDDLE EAST RESPIRATORY SYNDROME CORONAVIRUS; MUS MUSCULUS	mus musculus	mus musculus	middle east respiratory syndrome coronavirus	Li, Y., Wan, Y., Liu, P., Zhao, J., Lu, G., Qi, J., Wang, Q., Lu, X., Wu, Y., Liu, W., Yuen, K.Y., Perlman, S., Gao, G.F., Yan, J.	2.4090000000000003	X-RAY DIFFRACTION	0.289	0.245	False	False	IGHV5	IGKV10	Kappa	1.6200000000000002e-07	-9.263879005639293	SPR	NA	TBD
7m42	D	C	0	E	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	07/28/21	Complex of SARS-CoV-2 receptor binding domain with the Fab fragments of neutralizing antibodies REGN10985 and REGN10989	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, Y., Romero Hernandez, A., Saotome, K., Franklin, M.C.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
7m42	B	A	0	E	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	07/28/21	Complex of SARS-CoV-2 receptor binding domain with the Fab fragments of neutralizing antibodies REGN10985 and REGN10989	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, Y., Romero Hernandez, A., Saotome, K., Franklin, M.C.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV2	Lambda	None	None	None	None	None
7wcz	a	b	0	A	protein	NA	heavy chain of s5d2 fab	VIRAL PROTEIN	02/02/22	SARS-CoV-2 Beta spike in complex with one S5D2 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2 	Wang, Y.F., Cong, Y.	3.5	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	IGKV8	Kappa	None	None	None	None	None
7wcr	a	b	0	A	protein	NA	heavy chain of s5d2 fab	VIRAL PROTEIN	02/02/22	RBD-1 of SARS-CoV-2 Beta spike in complex with S5D2 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2 	Wang, Y.F., Cong, Y.	3.5	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	IGKV8	Kappa	None	None	None	None	None
7soc	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	11/17/21	SARS-CoV-2 S RBD B.1.617.1 kappa variant S309 Local Refinement	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7sod	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	11/17/21	SARS-CoV-2 S NTD B.1.617.1 kappa variant S2L20 Local Refinement	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7bwj	H	L	0	E	protein	NA	sars-cov-2 receptor binding domain	VIRAL PROTEIN	04/14/20	crystal structure of SARS-CoV-2 antibody with RBD	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Ge, J.	2.85	X-RAY DIFFRACTION	0.264	0.219	False	True	IGHV4	IGLV2	Lambda	None	None	None	None	None
7ean	H	L	0	A	protein	NA	spike protein s1	VIRAL PROTEIN	03/31/21	immune complex of SARS-CoV-2 RBD and cross-neutralizing antibody 6D6	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2 	Li, T.T., Gu, Y., Li, S.W.	1.91	X-RAY DIFFRACTION	0.224	0.191	False	False	IGHV14	IGKV6	Kappa	None	None	None	None	None
7eam	H	L	0	A	protein	NA	spike protein s1	VIRAL PROTEIN, IMMUNE SYSTEM	03/17/21	immune complex of SARS-CoV-2 RBD and cross-neutralizing antibody 7D6	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2 	Li, T.T., Gu, Y., Li, S.W.	1.4	X-RAY DIFFRACTION	0.182	0.172	False	False	IGHV14	IGKV12	Kappa	None	None	None	None	None
7eam	C	D	0	B	protein	NA	spike protein s1	VIRAL PROTEIN, IMMUNE SYSTEM	03/17/21	immune complex of SARS-CoV-2 RBD and cross-neutralizing antibody 7D6	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2 	Li, T.T., Gu, Y., Li, S.W.	1.4	X-RAY DIFFRACTION	0.182	0.172	False	False	IGHV14	IGKV12	Kappa	None	None	None	None	None
7a5s	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	08/21/20	Complex of SARS-CoV-2 spike and CR3022 Fab (Homogeneous Refinement)	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wrobel, A.G., Benton, D.J., Rosenthal, P.B., Gamblin, S.J.	3.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV5	IGKV4	Kappa	None	None	None	None	None
7a5s	I	M	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	08/21/20	Complex of SARS-CoV-2 spike and CR3022 Fab (Homogeneous Refinement)	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wrobel, A.G., Benton, D.J., Rosenthal, P.B., Gamblin, S.J.	3.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV5	IGKV4	Kappa	None	None	None	None	None
7a5r	I	M	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	08/21/20	Complex of SARS-CoV-2 spike and CR3022 Fab (Non-Uniform Refinement)	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wrobel, A.G., Benton, D.J., Rosenthal, P.B., Gamblin, S.J.	3.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV5	IGKV4	Kappa	None	None	None	None	None
7a5r	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	08/21/20	Complex of SARS-CoV-2 spike and CR3022 Fab (Non-Uniform Refinement)	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wrobel, A.G., Benton, D.J., Rosenthal, P.B., Gamblin, S.J.	3.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV5	IGKV4	Kappa	None	None	None	None	None
7chh	J	K	0	C	protein	NA	spike glycoprotein	ANTIVIRAL PROTEIN/IMMUNE SYSTEM	07/05/20	Cryo-EM structure of the SARS-CoV-2 S-6P in complex with BD-368-2 Fabs	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Xiao, J., Zhu, Q., Wang, G.	3.49	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None
7chh	G	H	0	B	protein	NA	spike glycoprotein	ANTIVIRAL PROTEIN/IMMUNE SYSTEM	07/05/20	Cryo-EM structure of the SARS-CoV-2 S-6P in complex with BD-368-2 Fabs	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Xiao, J., Zhu, Q., Wang, G.	3.49	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None
7chh	D	E	0	A	protein	NA	spike glycoprotein	ANTIVIRAL PROTEIN/IMMUNE SYSTEM	07/05/20	Cryo-EM structure of the SARS-CoV-2 S-6P in complex with BD-368-2 Fabs	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Xiao, J., Zhu, Q., Wang, G.	3.49	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None
7cho	H	L	0	E	protein	NA	spike protein s1	VIRAL PROTEIN	05/19/21	Crystal structure of SARS-CoV-2 antibody P5A-1D2 with RBD	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Zhang, L., Ge, J., Wang, R., Zhang, Q.	2.561	X-RAY DIFFRACTION	0.247	0.202	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
7cho	B	C	0	A	protein	NA	spike protein s1	VIRAL PROTEIN	05/19/21	Crystal structure of SARS-CoV-2 antibody P5A-1D2 with RBD	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Zhang, L., Ge, J., Wang, R., Zhang, Q.	2.561	X-RAY DIFFRACTION	0.247	0.202	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
7chb	H	L	0	R	protein	NA	sars-cov-2 receptor binding domain	ANTIVIRAL PROTEIN/IMMUNE SYSTEM	07/05/20	Crystal structure of the SARS-CoV-2 RBD in complex with BD-236 Fab	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Junyu, X., Qinyu, Z.	2.4	X-RAY DIFFRACTION	0.226	0.192	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7chc	H	L	0	R	protein	NA	spike glycoprotein	PROTEIN BINDING/IMMUNE SYSTEM	07/05/20	Crystal structure of the SARS-CoV-2 S RBD in complex with BD-629 Fab and BD-368-2 Fab	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Du, S., Xiao, J.Y.	2.71	X-RAY DIFFRACTION	0.286	0.212	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7chc	A	B	0	R	protein	NA	spike glycoprotein	PROTEIN BINDING/IMMUNE SYSTEM	07/05/20	Crystal structure of the SARS-CoV-2 S RBD in complex with BD-629 Fab and BD-368-2 Fab	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Du, S., Xiao, J.Y.	2.71	X-RAY DIFFRACTION	0.286	0.212	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None
7chf	A	B	0	R	protein	NA	sars-cov-2 receptor binding domain	ANTIVIRAL PROTEIN/IMMUNE SYSTEM	07/05/20	Crystal structure of the SARS-CoV-2 RBD in complex with BD-604 Fab and BD-368-2 Fab	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Xiao, J., Zhu, Q.	2.674	X-RAY DIFFRACTION	0.270	0.220	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None
7chf	H	L	0	R	protein	NA	sars-cov-2 receptor binding domain	ANTIVIRAL PROTEIN/IMMUNE SYSTEM	07/05/20	Crystal structure of the SARS-CoV-2 RBD in complex with BD-604 Fab and BD-368-2 Fab	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Xiao, J., Zhu, Q.	2.674	X-RAY DIFFRACTION	0.270	0.220	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7che	H	L	0	R	protein	NA	sars-cov-2 receptor binding domain	ANTIVIRAL PROTEIN/IMMUNE SYSTEM	07/05/20	Crystal structure of the SARS-CoV-2 RBD in complex with BD-236 Fab and BD-368-2 Fab	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Xiao, J., Zhu, Q.	3.416	X-RAY DIFFRACTION	0.239	0.225	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7che	A	B	0	R	protein	NA	sars-cov-2 receptor binding domain	ANTIVIRAL PROTEIN/IMMUNE SYSTEM	07/05/20	Crystal structure of the SARS-CoV-2 RBD in complex with BD-236 Fab and BD-368-2 Fab	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Xiao, J., Zhu, Q.	3.416	X-RAY DIFFRACTION	0.239	0.225	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None
7chs	H	L	0	E	protein	NA	spike protein s1	VIRAL PROTEIN	05/19/21	Crystal structure of SARS-CoV-2 antibody P22A-1D1 with RBD	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Zhang, L., Ge, J., Wang, R., Zhang, Q.	2.401	X-RAY DIFFRACTION	0.224	0.191	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7chp	H	L	0	E	protein	NA	spike protein s1	VIRAL PROTEIN	05/19/21	Crystal structure of SARS-CoV-2 antibody P5A-3C8 with RBD	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Zhang, L., Ge, J., Wang, R., Zhang, Q.	2.357	X-RAY DIFFRACTION	0.220	0.193	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7ch4	H	L	0	R	protein	NA	spike glycoprotein	PROTEIN BINDING/IMMUNE SYSTEM	07/05/20	Crystal structure of the SARS-CoV-2 S RBD in complex with BD-604 Fab	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Du, S., Xiao, J.Y.	3.15	X-RAY DIFFRACTION	0.273	0.225	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7ch5	H	L	0	R	protein	NA	spike glycoprotein	PROTEIN BINDING/IMMUNE SYSTEM	07/05/20	Crystal structure of the SARS-CoV-2 S RBD in complex with BD-629 Fab	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Du, S., Xiao, J.Y.	2.7	X-RAY DIFFRACTION	0.260	0.227	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
6z2m	B	C	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	05/17/20	H11-D4, SARS-CoV-2 RBD, CR3022 ternary complex	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS; LAMA GLAMA	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Naismith, J.H., Ren, J., Zhou, D., Zhao, Y., Stuart, D.I.	2.71	X-RAY DIFFRACTION	0.241	0.198	False	True	IGHV5	IGKV4	Kappa	None	None	None	None	None
6z2m	F	NA	0	E	protein	NA	spike glycoprotein	VIRAL PROTEIN	05/17/20	H11-D4, SARS-CoV-2 RBD, CR3022 ternary complex	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS; LAMA GLAMA	lama glama		severe acute respiratory syndrome coronavirus2 	Naismith, J.H., Ren, J., Zhou, D., Zhao, Y., Stuart, D.I.	2.71	X-RAY DIFFRACTION	0.241	0.198	False	True	IGHV1	NA	NA	None	None	None	None	None
6z2m	H	L	0	E	protein	NA	spike glycoprotein	VIRAL PROTEIN	05/17/20	H11-D4, SARS-CoV-2 RBD, CR3022 ternary complex	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS; LAMA GLAMA	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Naismith, J.H., Ren, J., Zhou, D., Zhao, Y., Stuart, D.I.	2.71	X-RAY DIFFRACTION	0.241	0.198	False	True	IGHV5	IGKV4	Kappa	None	None	None	None	None
6z2m	D	NA	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	05/17/20	H11-D4, SARS-CoV-2 RBD, CR3022 ternary complex	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS; LAMA GLAMA	lama glama		severe acute respiratory syndrome coronavirus2 	Naismith, J.H., Ren, J., Zhou, D., Zhao, Y., Stuart, D.I.	2.71	X-RAY DIFFRACTION	0.241	0.198	False	True	IGHV1	NA	NA	None	None	None	None	None
7l2f	H	L	0	A	protein	NA	spike glycoprotein	Viral Protein/IMMUNE SYSTEM	03/24/21	Cryo-EM structure of NTD-directed neutralizing antibody 5-24 in complex with prefusion SARS-CoV-2 spike glycoprotein	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Cerutti, G., Shapiro, L.	3.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7l2f	I	K	0	B	protein	NA	spike glycoprotein	Viral Protein/IMMUNE SYSTEM	03/24/21	Cryo-EM structure of NTD-directed neutralizing antibody 5-24 in complex with prefusion SARS-CoV-2 spike glycoprotein	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Cerutti, G., Shapiro, L.	3.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7l2f	G	J	0	C	protein	NA	spike glycoprotein	Viral Protein/IMMUNE SYSTEM	03/24/21	Cryo-EM structure of NTD-directed neutralizing antibody 5-24 in complex with prefusion SARS-CoV-2 spike glycoprotein	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Cerutti, G., Shapiro, L.	3.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7l2e	H	L	0	A	protein	NA	spike glycoprotein	Viral Protein/IMMUNE SYSTEM	03/24/21	Cryo-EM structure of NTD-directed neutralizing antibody 4-18 in complex with prefusion SARS-CoV-2 spike glycoprotein	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Cerutti, G., Shapiro, L.	2.97	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
7l2e	G	J	0	B	protein	NA	spike glycoprotein	Viral Protein/IMMUNE SYSTEM	03/24/21	Cryo-EM structure of NTD-directed neutralizing antibody 4-18 in complex with prefusion SARS-CoV-2 spike glycoprotein	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Cerutti, G., Shapiro, L.	2.97	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
7l2e	I	K	0	C	protein	NA	spike glycoprotein	Viral Protein/IMMUNE SYSTEM	03/24/21	Cryo-EM structure of NTD-directed neutralizing antibody 4-18 in complex with prefusion SARS-CoV-2 spike glycoprotein	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Cerutti, G., Shapiro, L.	2.97	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
7m6h	E	G	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/ANTIVIRAL PROTEIN	05/05/21	Structure of the SARS-CoV-2 S 2P trimer in complex with the human neutralizing antibody Fab fragment, BG7-20	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Barnes, C.O., Bjorkman, P.J.	4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
7m6h	D	F	0	B | C	protein | protein	NA | NA	spike glycoprotein | spike glycoprotein	VIRAL PROTEIN/ANTIVIRAL PROTEIN	05/05/21	Structure of the SARS-CoV-2 S 2P trimer in complex with the human neutralizing antibody Fab fragment, BG7-20	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2  | severe acute respiratory syndrome coronavirus2 	Barnes, C.O., Bjorkman, P.J.	4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
7m6i	H	L	0	C | B	protein | protein	NA | NA	spike glycoprotein | spike glycoprotein	VIRAL PROTEIN/ANTIVIRAL PROTEIN	05/05/21	Structure of the SARS-CoV-2 S 2P trimer in complex with the human neutralizing antibody Fab fragment, BG1-24	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2  | severe acute respiratory syndrome coronavirus2 	Barnes, C.O., Bjorkman, P.J.	4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7m6i	M	N	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/ANTIVIRAL PROTEIN	05/05/21	Structure of the SARS-CoV-2 S 2P trimer in complex with the human neutralizing antibody Fab fragment, BG1-24	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Barnes, C.O., Bjorkman, P.J.	4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7m6d	A	B	0	C	protein	NA	spike protein s1	VIRAL PROTEIN/ANTIVIRAL PROTEIN	05/05/21	Structure of the SARS-CoV-2 RBD in complex with neutralizing antibodies BG4-25 and CR3022	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Barnes, C.O., Bjorkman, P.J.	3.1	X-RAY DIFFRACTION	0.259	0.219	False	True	IGHV5	IGKV4	Kappa	None	None	None	None	None
